ACCIDENT DATE,ACCIDENT TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-08-03T00:00:00.000,0:15,,,40.830257,-73.914856,"{'type': 'Point', 'coordinates': [-73.914856, 40.830257]}",COLLEGE AVENUE                  ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4186615,Van,Sedan,,,
2019-08-14T00:00:00.000,0:30,,,40.838757,-73.882904,"{'type': 'Point', 'coordinates': [-73.882904, 40.838757]}",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4188556,Sedan,,,,
2019-08-08T00:00:00.000,7:00,QUEENS,11433,40.703888,-73.78693,"{'type': 'Point', 'coordinates': [-73.78693, 40.703888]}",,,171-32    LIBERTY AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4188158,Sedan,,,,
2019-08-26T00:00:00.000,13:30,BROOKLYN,11234,40.607178,-73.92231,"{'type': 'Point', 'coordinates': [-73.92231, 40.607178]}",AVENUE V                        ,COLEMAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4195108,Sedan,Pick-up Truck,,,
2019-08-24T00:00:00.000,17:35,BRONX,10466,40.895325,-73.851295,"{'type': 'Point', 'coordinates': [-73.851295, 40.895325]}",BOYD AVENUE                     ,PITMAN AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4194659,Sedan,Sedan,,,
2019-08-15T00:00:00.000,23:50,BROOKLYN,11222,40.724495,-73.948586,"{'type': 'Point', 'coordinates': [-73.948586, 40.724495]}",,,124       NASSAU AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4189389,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-27T00:00:00.000,23:10,MANHATTAN,10038,40.712837,-73.99863,"{'type': 'Point', 'coordinates': [-73.99863, 40.712837]}",,,55        SAINT JAMES PLACE             ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4199369,Bike,Station Wagon/Sport Utility Vehicle,,,
2019-08-17T00:00:00.000,23:15,,,40.671555,-73.987724,"{'type': 'Point', 'coordinates': [-73.987724, 40.671555]}",7 STREET                        ,,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unsafe Speed,,,,4190656,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-30T00:00:00.000,18:45,,,40.83142,-73.92644,"{'type': 'Point', 'coordinates': [-73.92644, 40.83142]}",JEROME AVENUE                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4197264,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,16:37,,,40.738167,-73.98364,"{'type': 'Point', 'coordinates': [-73.98364, 40.738167]}",EAST 22 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4197418,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-21T00:00:00.000,14:13,BROOKLYN,11211,40.703033,-73.9599,"{'type': 'Point', 'coordinates': [-73.9599, 40.703033]}",WILLIAMSBURG STREET EAST        ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4193178,Sedan,Box Truck,,,
2019-08-05T00:00:00.000,11:12,QUEENS,11385,40.705875,-73.91289,"{'type': 'Point', 'coordinates': [-73.91289, 40.705875]}",HARMAN STREET                   ,SENECA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4183615,Sedan,Beverage Truck,,,
2019-08-21T00:00:00.000,1:10,,,40.728947,-73.92793,"{'type': 'Point', 'coordinates': [-73.92793, 40.728947]}",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4192958,Box Truck,Sedan,,,
2019-08-23T00:00:00.000,16:42,QUEENS,11428,40.715343,-73.74845,"{'type': 'Point', 'coordinates': [-73.74845, 40.715343]}",JAMAICA AVENUE                  ,HOLLIS COURT BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4193856,Sedan,Sedan,,,
2019-08-31T00:00:00.000,9:30,,,40.637962,-74.01058,"{'type': 'Point', 'coordinates': [-74.01058, 40.637962]}",58 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197470,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-04T00:00:00.000,18:15,QUEENS,11368,40.745018,-73.859215,"{'type': 'Point', 'coordinates': [-73.859215, 40.745018]}",,,47-26     104 STREET                    ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4182657,Sedan,,,,
2019-08-15T00:00:00.000,23:30,,,40.69073,-73.81523,"{'type': 'Point', 'coordinates': [-73.81523, 40.69073]}",103 AVENUE                      ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197170,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-11T00:00:00.000,16:24,,,40.82402,-73.95645,"{'type': 'Point', 'coordinates': [-73.95645, 40.82402]}",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4187109,Sedan,Sedan,,,
2019-08-18T00:00:00.000,18:22,MANHATTAN,10013,40.720375,-74.003265,"{'type': 'Point', 'coordinates': [-74.003265, 40.720375]}",CANAL STREET                    ,GREENE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4190472,Sedan,Bike,,,
2019-08-20T00:00:00.000,7:15,BROOKLYN,11207,40.664013,-73.89894,"{'type': 'Point', 'coordinates': [-73.89894, 40.664013]}",,,500       LIVONIA AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4191614,Sedan,,,,
2019-08-26T00:00:00.000,17:00,,,40.704494,-73.81743,"{'type': 'Point', 'coordinates': [-73.81743, 40.704494]}",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4195243,Station Wagon/Sport Utility Vehicle,Bus,,,
2019-08-10T00:00:00.000,12:15,,,40.58902,-74.13867,"{'type': 'Point', 'coordinates': [-74.13867, 40.58902]}",BRIELLE AVENUE                  ,ROCKLAND AVENUE,,1,0,0,0,0,0,1,0,Lost Consciousness,,,,,4186160,Station Wagon/Sport Utility Vehicle,,,,
2019-08-09T00:00:00.000,15:46,,,40.84482,-73.837,"{'type': 'Point', 'coordinates': [-73.837, 40.84482]}",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,4186087,Box Truck,,,,
2019-08-20T00:00:00.000,22:31,QUEENS,11368,40.74617,-73.85293,"{'type': 'Point', 'coordinates': [-73.85293, 40.74617]}",111 STREET                      ,49 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4192100,Station Wagon/Sport Utility Vehicle,,,,
2019-08-16T00:00:00.000,7:55,BROOKLYN,11233,40.671757,-73.919716,"{'type': 'Point', 'coordinates': [-73.919716, 40.671757]}",HOWARD AVENUE                   ,PARK PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4189932,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,,
2019-08-21T00:00:00.000,13:00,,,40.817543,-73.95694,"{'type': 'Point', 'coordinates': [-73.95694, 40.817543]}",WEST 131 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197229,Taxi,Pick-up Truck,,,
2019-08-08T00:00:00.000,8:18,QUEENS,11101,40.73496,-73.93857,"{'type': 'Point', 'coordinates': [-73.93857, 40.73496]}",35 STREET                       ,REVIEW AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4185224,Sedan,Sedan,,,
2019-08-12T00:00:00.000,0:30,BROOKLYN,11225,40.66336,-73.95975,"{'type': 'Point', 'coordinates': [-73.95975, 40.66336]}",EMPIRE BOULEVARD                ,MC KEEVER PLACE,,3,0,0,0,0,0,3,0,Other Vehicular,Unsafe Speed,Unspecified,,,4187707,Sedan,Sedan,Sedan,,
2019-08-15T00:00:00.000,4:15,BRONX,10462,40.8349,-73.839966,"{'type': 'Point', 'coordinates': [-73.839966, 40.8349]}",COMMERCE AVENUE                 ,NEWBOLD AVENUE,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,Unspecified,,,4189570,Station Wagon/Sport Utility Vehicle,Box Truck,Box Truck,,
2019-08-05T00:00:00.000,15:19,,,40.666275,-73.93415,"{'type': 'Point', 'coordinates': [-73.93415, 40.666275]}",SCHENECTADY AVENUE              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4183390,Sedan,Sedan,,,
2019-08-15T00:00:00.000,9:30,,,,,,BROADWAY                        ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4189506,Station Wagon/Sport Utility Vehicle,Pickup with mounted Camper,,,
2019-08-14T00:00:00.000,10:38,MANHATTAN,10002,40.718567,-73.9834,"{'type': 'Point', 'coordinates': [-73.9834, 40.718567]}",RIDGE STREET                    ,RIVINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4189650,Station Wagon/Sport Utility Vehicle,,,,
2019-08-13T00:00:00.000,10:07,BROOKLYN,11206,40.70823,-73.94165,"{'type': 'Point', 'coordinates': [-73.94165, 40.70823]}",HUMBOLDT STREET                 ,MESEROLE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4188308,Box Truck,Sedan,,,
2019-08-16T00:00:00.000,10:48,,,40.730946,-73.993256,"{'type': 'Point', 'coordinates': [-73.993256, 40.730946]}",MERCER STREET                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4192856,Sedan,Pick-up Truck,,,
2019-08-20T00:00:00.000,12:30,MANHATTAN,10011,40.734783,-73.998726,"{'type': 'Point', 'coordinates': [-73.998726, 40.734783]}",AVENUE OF THE AMERICAS          ,WEST 10 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191790,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-10T00:00:00.000,6:05,BRONX,10453,40.848022,-73.90859,"{'type': 'Point', 'coordinates': [-73.90859, 40.848022]}",MORRIS AVENUE                   ,EAST 176 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4187502,Taxi,,,,
2019-08-03T00:00:00.000,13:00,MANHATTAN,10024,40.787685,-73.97502,"{'type': 'Point', 'coordinates': [-73.97502, 40.787685]}",AMSTERDAM AVENUE                ,WEST 86 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4182315,Taxi,Bus,,,
2019-08-28T00:00:00.000,13:50,MANHATTAN,10033,40.848118,-73.93089,"{'type': 'Point', 'coordinates': [-73.93089, 40.848118]}",AMSTERDAM AVENUE                ,WEST 181 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4198359,Station Wagon/Sport Utility Vehicle,,,,
2019-08-27T00:00:00.000,8:10,,,40.762074,-73.91869,"{'type': 'Point', 'coordinates': [-73.91869, 40.762074]}",31 AVENUE                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4196432,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2019-08-16T00:00:00.000,15:48,,,40.743156,-73.97213,"{'type': 'Point', 'coordinates': [-73.97213, 40.743156]}",FDR DRIVE                       ,EAST 34 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,4189750,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-28T00:00:00.000,9:30,BROOKLYN,11236,40.62737,-73.89969,"{'type': 'Point', 'coordinates': [-73.89969, 40.62737]}",EAST 80 STREET                  ,SEAVIEW AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4196290,Sedan,,,,
2019-08-13T00:00:00.000,16:45,BROOKLYN,11215,40.667904,-73.9854,"{'type': 'Point', 'coordinates': [-73.9854, 40.667904]}",,,425 R     10 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4188239,Station Wagon/Sport Utility Vehicle,,,,
2019-08-29T00:00:00.000,10:30,MANHATTAN,10018,40.75537,-73.98746,"{'type': 'Point', 'coordinates': [-73.98746, 40.75537]}",WEST 41 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4198370,Taxi,Taxi,,,
2019-08-26T00:00:00.000,16:42,,,,,,PELHAM PARKWAY NORTH            ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4195223,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,23:57,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,,4191501,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2019-08-02T00:00:00.000,18:37,,,40.842564,-73.83842,"{'type': 'Point', 'coordinates': [-73.83842, 40.842564]}",WESTCHESTER AVENUE              ,WATERS PLACE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4183949,Station Wagon/Sport Utility Vehicle,,,,
2019-08-09T00:00:00.000,22:30,,,40.763046,-73.768265,"{'type': 'Point', 'coordinates': [-73.768265, 40.763046]}",42 AVENUE                       ,215 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4186150,Station Wagon/Sport Utility Vehicle,,,,
2019-08-06T00:00:00.000,17:56,BRONX,10465,40.828075,-73.840065,"{'type': 'Point', 'coordinates': [-73.840065, 40.828075]}",,,2560      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,4184211,Station Wagon/Sport Utility Vehicle,,,,
2019-08-16T00:00:00.000,11:56,BROOKLYN,11219,40.632763,-73.98534,"{'type': 'Point', 'coordinates': [-73.98534, 40.632763]}",,,1557      47 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4189836,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-20T00:00:00.000,19:45,QUEENS,11694,40.581604,-73.83077,"{'type': 'Point', 'coordinates': [-73.83077, 40.581604]}",ROCKAWAY BEACH BOULEVARD        ,BEACH 109 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4192568,Sedan,Sedan,,,
2019-08-29T00:00:00.000,12:41,,,40.729046,-74.01073,"{'type': 'Point', 'coordinates': [-74.01073, 40.729046]}",WEST STREET                     ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197749,Sedan,Bike,,,
2019-08-16T00:00:00.000,18:52,BRONX,10458,40.86052,-73.89257,"{'type': 'Point', 'coordinates': [-73.89257, 40.86052]}",EAST 189 STREET                 ,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4190754,Sedan,Sedan,,,
2019-08-05T00:00:00.000,7:30,,,40.828445,-73.83951,"{'type': 'Point', 'coordinates': [-73.83951, 40.828445]}",CROSS BRONX EXPY                ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4183551,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-08-19T00:00:00.000,10:35,,,,,,WEST SHORE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4191147,Box Truck,Pick-up Truck,,,
2019-08-17T00:00:00.000,8:15,,,40.761143,-73.838905,"{'type': 'Point', 'coordinates': [-73.838905, 40.761143]}",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4190511,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,19:10,QUEENS,11432,40.708157,-73.792305,"{'type': 'Point', 'coordinates': [-73.792305, 40.708157]}",,,168-36    90 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4197337,Pick-up Truck,,,,
2019-08-06T00:00:00.000,23:41,STATEN ISLAND,10305,,,,FATHER CAPODANNO BOULEVARD      ,SAND LANE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4185071,Station Wagon/Sport Utility Vehicle,,,,
2019-08-10T00:00:00.000,16:50,QUEENS,11385,40.70191,-73.892845,"{'type': 'Point', 'coordinates': [-73.892845, 40.70191]}",CYPRESS HILLS STREET            ,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4186632,Sedan,,,,
2019-08-08T00:00:00.000,5:27,QUEENS,11691,,,,ROCKAWAY FWY                    ,BEACH 54 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4184981,Sedan,Sedan,,,
2019-08-06T00:00:00.000,19:09,QUEENS,11434,,,,belt parkway                    ,rockaway boulevard,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4184508,Sedan,Sedan,Sedan,,
2019-08-02T00:00:00.000,15:00,BRONX,10453,40.84698,-73.91065,"{'type': 'Point', 'coordinates': [-73.91065, 40.84698]}",WALTON AVENUE                   ,EAST 175 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4182353,E-Bik,,,,
2019-08-20T00:00:00.000,21:15,BROOKLYN,11206,40.70547,-73.95024,"{'type': 'Point', 'coordinates': [-73.95024, 40.70547]}",BROADWAY                        ,UNION AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4192041,Station Wagon/Sport Utility Vehicle,,,,
2019-08-09T00:00:00.000,13:00,MANHATTAN,10035,40.802753,-73.93358,"{'type': 'Point', 'coordinates': [-73.93358, 40.802753]}",EAST 125 STREET                 ,2 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4185885,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
2019-08-25T00:00:00.000,14:44,BRONX,10453,40.84648,-73.90936,"{'type': 'Point', 'coordinates': [-73.90936, 40.84648]}",,,1777      GRAND CONCOURSE               ,1,0,1,0,0,0,0,0,Unspecified,,,,,4194813,Sedan,,,,
2019-08-28T00:00:00.000,22:05,BROOKLYN,11204,40.628796,-73.98785,"{'type': 'Point', 'coordinates': [-73.98785, 40.628796]}",16 AVENUE                       ,53 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4196557,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-16T00:00:00.000,8:32,BRONX,10468,40.862614,-73.90924,"{'type': 'Point', 'coordinates': [-73.90924, 40.862614]}",,,202       WEST FORDHAM ROAD             ,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4189589,Sedan,Taxi,,,
2019-08-05T00:00:00.000,11:01,,,40.633583,-74.00797,"{'type': 'Point', 'coordinates': [-74.00797, 40.633583]}",,,61 STREET                               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4185165,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-21T00:00:00.000,16:00,MANHATTAN,10013,40.717884,-74.00318,"{'type': 'Point', 'coordinates': [-74.00318, 40.717884]}",,,377       BROADWAY                      ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4203773,,,,,
2019-08-09T00:00:00.000,14:27,,,40.801125,-73.92988,"{'type': 'Point', 'coordinates': [-73.92988, 40.801125]}",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4185886,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-16T00:00:00.000,17:03,,,40.860195,-73.8288,"{'type': 'Point', 'coordinates': [-73.8288, 40.860195]}",HUTCHINSON RIVER PARKWAY        ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4189746,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2019-08-19T00:00:00.000,11:00,QUEENS,11385,40.706314,-73.88091,"{'type': 'Point', 'coordinates': [-73.88091, 40.706314]}",EDSALL AVENUE                   ,71 PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4191890,Sedan,,,,
2019-08-10T00:00:00.000,18:20,BRONX,10457,40.84744,-73.89968,"{'type': 'Point', 'coordinates': [-73.89968, 40.84744]}",EAST TREMONT AVENUE             ,PARK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4188467,Sedan,Sedan,,,
2019-08-03T00:00:00.000,8:20,,,,,,CROSS ISLAND PARKWAY            ,149 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4181863,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-26T00:00:00.000,17:15,QUEENS,11374,40.72382,-73.868774,"{'type': 'Point', 'coordinates': [-73.868774, 40.72382]}",WOODHAVEN BOULEVARD             ,63 ROAD,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,4195314,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-05T00:00:00.000,18:45,,,40.62023,-74.16535,"{'type': 'Point', 'coordinates': [-74.16535, 40.62023]}",FARRAGUT AVENUE                 ,GOETHALS ROAD NORTH,,0,0,0,0,0,0,0,0,Unspecified,,,,,4183519,Station Wagon/Sport Utility Vehicle,,,,
2019-08-02T00:00:00.000,17:00,,,40.73626,-73.74221,"{'type': 'Point', 'coordinates': [-73.74221, 40.73626]}",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4181988,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-23T00:00:00.000,13:40,QUEENS,11375,40.718887,-73.8416,"{'type': 'Point', 'coordinates': [-73.8416, 40.718887]}",AUSTIN STREET                   ,72 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4193716,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-24T00:00:00.000,11:50,,,40.75855,-73.82964,"{'type': 'Point', 'coordinates': [-73.82964, 40.75855]}",MAIN STREET                     ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4193934,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-08T00:00:00.000,23:37,,,40.681675,-73.879135,"{'type': 'Point', 'coordinates': [-73.879135, 40.681675]}",FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4186362,Ambulance,Sedan,,,
2019-08-03T00:00:00.000,9:57,BRONX,10455,40.81305,-73.90087,"{'type': 'Point', 'coordinates': [-73.90087, 40.81305]}",,,642       SOUTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4181918,Sedan,Sedan,,,
2019-08-23T00:00:00.000,10:20,BROOKLYN,11217,40.68532,-73.98071,"{'type': 'Point', 'coordinates': [-73.98071, 40.68532]}",ATLANTIC AVENUE                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,4193581,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,21:35,MANHATTAN,10027,40.80851,-73.947266,"{'type': 'Point', 'coordinates': [-73.947266, 40.80851]}",,,166       WEST 125 STREET               ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,4198866,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-29T00:00:00.000,11:30,MANHATTAN,10004,40.704983,-74.012054,"{'type': 'Point', 'coordinates': [-74.012054, 40.704983]}",,,25        BEAVER STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,4199326,Pick-up Truck,Sedan,,,
2019-08-24T00:00:00.000,23:05,QUEENS,11373,40.739635,-73.88312,"{'type': 'Point', 'coordinates': [-73.88312, 40.739635]}",BARNWELL AVENUE                 ,ALBION AVENUE,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,4195368,Sedan,,,,
2019-08-28T00:00:00.000,8:36,,,40.8047,-73.91243,"{'type': 'Point', 'coordinates': [-73.91243, 40.8047]}",BRUCKNER BOULEVARD              ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4195953,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-21T00:00:00.000,16:30,MANHATTAN,10036,40.76199,-73.99515,"{'type': 'Point', 'coordinates': [-73.99515, 40.76199]}",,,510       WEST 45 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4192710,Motorcycle,Sedan,,,
2019-08-29T00:00:00.000,9:45,MANHATTAN,10035,40.801144,-73.94158,"{'type': 'Point', 'coordinates': [-73.94158, 40.801144]}",,,101       EAST 119 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4198138,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-05T00:00:00.000,0:00,,,,,,HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4183620,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-25T00:00:00.000,3:50,QUEENS,11434,40.68372,-73.78468,"{'type': 'Point', 'coordinates': [-73.78468, 40.68372]}",FOCH BOULEVARD                  ,LONG STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,4194232,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2019-08-07T00:00:00.000,13:15,BROOKLYN,11224,40.57678,-73.99887,"{'type': 'Point', 'coordinates': [-73.99887, 40.57678]}",,,2817      WEST 32 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4184893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-25T00:00:00.000,4:40,QUEENS,11414,40.65706,-73.83933,"{'type': 'Point', 'coordinates': [-73.83933, 40.65706]}",,,160-31    CROSS BAY BOULEVARD           ,3,0,0,0,0,0,3,0,Other Vehicular,Other Vehicular,,,,4195389,Sedan,Sedan,,,
